-1.6986,-1.7421,-1.4229,-1.3871,-1.3307,-1.3647,-1.3924,-1.22
0.71618,0.67632,0.37018,0.69181,0.87687,0.53284,0.65135,0.020568
-1.0741,-1.1375,-1.0643,-1.2322,-1.2676,-1.1549,-1.141,0.020568
0.42474,0.37403,0.72881,-0.055552,-0.053467,-0.31104,0.080236,-0.28959
1.7571,1.8351,1.5656,2.5658,2.4763,2.6767,2.7742,0.64088
0.96598,0.67632,0.011561,0.49707,0.58628,0.44617,0.51126,-0.59975
1.0493,1.3817,0.60926,1.5034,1.3747,1.5044,1.2656,1.8816
0.1333,0.12212,0.011561,-0.2085,-0.17511,-0.32928,-0.070622,-0.28959
0.50801,0.47479,0.1311,0.25338,0.15828,0.80196,0.1377,0.020568
0.71618,0.62594,0.48972,0.39409,0.40382,0.49178,0.39992,-0.28959
-1.2823,-1.339,-0.94476,-1.2363,-1.2001,-1.4103,-1.141,-0.59975
1.5073,1.2809,1.9242,2.1152,2.5663,1.8511,1.4415,0.020568
-1.4488,-1.7421,-1.4229,-1.3433,-1.2925,-1.2233,-1.3601,-0.9099
0.46637,0.7267,0.96789,0.85801,0.60881,0.81565,0.94947,-0.59975
-0.36632,-0.48248,-0.94476,-0.79476,-0.74502,-0.74437,-0.88957,-0.59975
1.6321,1.684,1.8047,2.8493,2.4154,2.0473,2.7382,0.95104
0.71618,0.67632,0.25064,0.58068,0.72143,0.70161,0.44302,0.33072
0.88271,1.0794,0.84834,0.74789,0.59754,0.60582,0.94228,0.33072
-0.11651,0.071731,0.011561,-0.020885,-0.2562,0.31845,-0.02752,1.8816
0.3831,0.57556,0.96789,0.95079,-0.091761,0.3823,1.4452,0.64088
-0.074876,-0.12981,0.60926,-0.14732,-0.76079,-0.096645,0.58669,0.020568
0.63291,0.52517,0.96789,0.63472,0.28668,0.70161,0.90637,0.020568
0.21657,0.52517,-0.22752,-0.24519,-0.24494,-0.32016,-0.24303,0.64088
-0.40795,-0.53286,-0.34706,-0.6979,-0.64816,-0.63945,-0.69561,-0.28959
-0.19978,-0.23057,-0.82522,-0.67445,-0.81035,-0.64858,-0.49447,2.1917
0.1333,0.27326,0.96789,0.34108,0.10872,0.41424,0.61901,2.1917
1.2574,1.5832,1.3265,2.057,1.8253,1.6504,2.2569,0.64088
1.6738,1.4321,1.9242,2.4894,1.8658,2.3711,2.9897,0.020568
-1.6986,-1.7925,-1.9011,-1.4269,-1.342,-1.3967,-1.4607,-0.9099
1.4656,1.3313,1.5656,1.8582,1.9333,1.7553,1.7792,0.95104
-0.28305,-0.28095,-0.70568,-0.56026,-0.29675,-0.73069,-0.63814,-0.59975
0.46637,0.67632,0.37018,0.2962,0.32046,0.45073,0.33167,0.020568
-1.2823,-1.3894,-1.1838,-1.3117,-1.3037,-1.2598,-1.2487,-0.9099
0.1333,0.071731,-0.10798,-0.24418,-0.17962,-0.060154,-0.38671,-0.28959
-2.1982,-2.1955,-1.5425,-1.4973,-1.4185,-1.4651,-1.5002,-1.22
-0.11651,-0.079418,0.011561,-0.2819,-0.45219,-0.26998,-0.063439,0.020568
0.71618,0.77709,0.1311,1.0231,1.9086,0.40968,0.34244,-0.28959
0.29984,0.32365,-0.22752,-0.21461,-0.046708,-0.28822,-0.27895,-0.59975
1.2574,1.3313,0.84834,1.48,1.3747,0.88863,1.9624,0.64088
-0.28305,-0.28095,-0.10798,-0.58574,-0.63915,-0.78086,-0.35079,0.33072
0.88271,0.97863,0.60926,0.48178,0.45112,0.32301,0.54718,0.64088
