0.29984,0.32365,0.011561,-0.0076308,0.19207,-0.37946,0.044318,0.020568
-1.7819,-1.8428,-1.5425,-1.3739,-1.3262,-1.31,-1.4535,-1.22
0.0083927,0.22288,0.60926,0.072917,0.074933,0.12687,0.091012,1.8816
0.091661,0.27326,0.011561,0.09229,0.06367,0.4416,-0.13887,-0.59975
1.0076,1.0794,0.84834,1.4626,1.5504,1.6823,1.2656,0.020568
0.54964,0.52517,0.011561,0.35739,0.61557,0.32757,0.15207,-0.28959
-0.65776,-0.48248,-0.70568,-0.82637,-0.79909,-0.94963,-0.70998,-0.28959
-1.1157,-1.0871,-1.0643,-1.0242,-0.86892,-1.123,-1.0764,-0.9099
1.1325,1.2306,0.96789,1.4045,1.8793,1.1076,1.165,0.020568
0.34147,0.22288,-0.34706,-0.35531,-0.35082,-0.37946,-0.20711,-0.28959
-1.5737,-1.4901,-1.1838,-1.2893,-1.2248,-1.2735,-1.3134,-0.9099
-0.74103,-0.88554,-1.4229,-1.0119,-0.95002,-1.0683,-0.96141,-0.28959
0.21657,0.1725,0.37018,0.089231,0.23712,0.058445,0.026359,0.020568
1.0493,0.92824,1.0874,1.2495,1.7193,1.0483,0.73396,-0.28959
-0.44959,-0.63363,-0.4666,-0.93853,-0.93199,-1.0865,-0.81774,-0.59975
0.50801,0.47479,-0.22752,0.095349,0.23262,0.23634,-0.099358,-0.59975
0.88271,0.67632,0.25064,0.49605,0.33173,1.0666,0.54718,-0.59975
0.29984,0.12212,0.96789,1.7042,1.8748,1.5455,1.5349,-0.28959
-1.3656,-1.2382,-0.82522,-1.1975,-1.2068,-1.1275,-1.1769,-0.9099
-0.074876,-0.079418,0.011561,-0.22888,-0.044456,-0.19244,-0.4334,-0.59975
0.42474,0.7267,0.25064,0.1392,0.28894,0.090375,0.065869,-0.59975
0.88271,0.92824,1.0874,1.1302,0.8138,1.3767,1.0142,0.020568
0.0083927,0.12212,0.48972,-0.14834,-0.38235,-0.069276,0.25983,-0.28959
1.7154,1.7344,1.2069,1.8532,1.4377,2.3163,2.0198,0.33072
-1.1574,-1.2886,-1.1838,-1.225,-1.1572,-1.2643,-1.2451,-1.5303
1.0493,0.92824,0.48972,1.1292,1.5437,1.1258,0.5795,-0.28959
1.2158,1.1298,0.60926,1.1446,1.5842,0.96617,0.43943,0.33072
0.29984,0.32365,0.72881,0.23605,-0.02193,0.3367,0.43943,0.64088
-3.7387,-3.5559,-3.0965,-1.6859,-1.6146,-1.643,-1.705,-2.7709
-0.11651,-0.079418,0.011561,-0.029042,0.44887,0.14511,-0.31487,0.020568
0.091661,0.37403,-0.34706,0.089231,0.25965,0.16792,0.0083989,-0.59975
0.96598,1.1802,1.0874,1.7909,1.8184,2.1886,1.4703,0.33072
-1.4072,-1.2886,-0.70568,-1.2342,-1.2519,-1.1686,-1.141,-0.9099
-0.033242,0.071731,0.011561,-0.38998,-0.23142,-0.42963,-0.50884,-0.28959
-1.2406,-1.2382,-1.4229,-1.2292,-1.1798,-1.2826,-1.1948,-0.9099
-2.5313,-2.4475,-2.0206,-1.5788,-1.5221,-1.538,-1.572,-1.5303
-0.28305,-0.23057,-0.34706,-0.58982,-0.63915,-0.47981,-0.53038,0.33072
-0.074876,-0.12981,-0.10798,0.3635,0.50744,0.62862,0.094604,-0.59975
0.79944,1.1802,0.37018,0.52256,0.42634,0.14511,0.79861,0.020568
-2.7811,-2.6489,-2.3793,-1.6125,-1.5447,-1.5882,-1.608,-1.8404
0.79944,0.82748,0.48972,0.46343,0.60205,0.57845,0.24188,-0.28959
0.71618,0.82748,0.72881,1.0579,1.5549,0.63319,0.47175,0.33072
0.79944,1.029,0.84834,0.92327,0.95571,0.52827,1.0859,0.020568
0.84108,0.12212,0.60926,0.47056,-0.0061615,-0.14225,1.481,3.4323
1.6321,1.5832,0.96789,1.8154,2.1947,2.0655,1.068,0.33072
1.2574,1.4824,1.4461,1.2434,0.83632,0.78371,1.6247,3.4323
0.17493,0.071731,0.011561,-0.017826,0.46013,-0.48893,-0.14964,-0.28959
-1.3656,-1.3894,-1.3034,-1.2903,-1.2248,-1.3282,-1.256,-1.8404
0.84108,0.82748,1.2069,1.7798,1.7441,2.0974,1.0537,0.33072
-1.4488,-1.5405,-1.4229,-1.2995,-1.2586,-1.2963,-1.2632,-0.28959
-2.9476,-3.052,-2.4988,-1.6206,-1.565,-1.57,-1.6798,-1.8404
0.67454,0.87786,0.1311,0.45935,0.043397,0.40968,0.87045,0.64088
-0.61612,-0.83516,-0.58614,-0.8121,-0.61212,-0.93139,-0.88598,-0.59975
1.424,1.2809,0.84834,1.0854,0.84308,0.92055,1.6247,0.020568
-1.5321,-1.339,-1.1838,-1.2688,-1.2925,-1.2553,-1.2129,0.020568
-0.69939,-0.78478,-0.10798,-0.6255,-0.85315,-0.82191,-0.31487,1.8816
1.2158,1.029,1.4461,1.5615,1.4017,1.8603,1.5206,0.020568
0.21657,0.57556,0.96789,0.78256,-0.15708,0.22266,2.0558,5.2933
1.6321,1.684,1.3265,2.6954,3.2219,1.8374,2.4868,0.020568
0.71618,0.7267,0.84834,0.48688,0.14252,0.32301,1.3015,1.5713
-0.40795,-0.38172,-0.34706,-0.36653,-0.05572,-0.40683,-0.69561,-0.59975
0.0083927,-0.079418,-0.22752,-0.37571,-0.06473,-0.47525,-0.27895,-0.59975
