0.0093487,0.021243,-0.032801,-0.0030927,-0.0086842,-0.053909,0.81723,0.81709,0.81734,-0.31686,-0.31683,-0.31654,-1.0378,-1.1527,-1.1237,-1.1085,-1.1396,-1.0916,-1.8051,-1.8051,-1.8046,-1.8114,-1.8113,-1.811,0.029436,0.31915,-0.8106,0.028737,-0.14131,-0.50223,-0.17083,-0.17095,-0.16241,-0.43908,-0.43984,-0.44124,-0.010004,-0.2517,-0.34651,-0.0094059,-0.34768,-0.02345,1.3041,1.3071,1.2906,-0.57525,-0.56825,-0.60002
0.0059492,0.022809,-0.00215,-0.012356,-0.0088152,-0.058042,0.73285,0.73269,0.73261,-0.31019,-0.31017,-0.30984,-1.0376,-1.0624,-1.1357,-1.1116,-1.109,-1.0957,-1.8022,-1.8022,-1.8017,-1.8018,-1.8017,-1.8014,0.010439,1.1985,0.65637,0.080493,0.94744,-0.78569,-0.064068,-0.065971,-0.078168,-0.5078,-0.5103,-0.51905,-0.010117,0.91226,-0.19377,-0.0095933,0.88889,0.075058,0.94998,0.95393,0.93394,0.99771,1.0046,0.99848
-0.0063467,6.3915e-06,-0.0087656,-0.0069365,-0.0086182,-0.064156,0.81276,0.81279,0.81281,-0.29506,-0.29504,-0.29466,-1.0357,-1.1614,-1.1459,-1.1089,-1.1476,-1.0568,-1.8001,-1.8001,-1.7997,-1.8038,-1.8038,-1.8034,0.034158,0.067738,-0.1879,0.037838,0.07832,-0.11826,0.13699,0.13986,0.14103,-0.419,-0.42039,-0.42122,-0.0097703,-0.39155,-0.89195,-0.0093579,-0.029569,0.21508,1.2496,1.2528,1.2357,-0.10336,-0.096398,-0.098533
0.0018324,0.0029366,-0.016112,-0.0061958,-0.0087496,-0.046491,0.70765,0.70768,0.70777,-0.27073,-0.2707,-0.27045,-1.0403,-1.1395,-1.132,-1.1108,-1.1019,-1.0872,-1.789,-1.7889,-1.7884,-1.7948,-1.7948,-1.7943,-0.004045,0.006532,-0.44459,0.016038,-0.62616,-1.059,-0.17349,-0.17061,-0.16769,-0.31903,-0.31716,-0.31924,-0.0091153,-0.27787,0.52937,-0.0096817,-0.11301,0.19183,1.3313,1.3343,1.2906,0.36852,0.40691,0.37161
0.012285,-0.012532,-0.0074406,-0.012465,-0.011463,0.039665,0.71881,0.71898,0.71896,-0.27506,-0.27502,-0.27526,-1.035,-1.1444,-1.1651,-1.1078,-1.1139,-1.123,-1.7913,-1.7913,-1.7908,-1.7943,-1.7942,-1.7938,-0.0015872,0.089882,-0.092353,0.05409,0.47783,1.3214,-0.19012,-0.19018,-0.18831,-0.22954,-0.22982,-0.23092,-0.01044,-0.24959,-0.9254,-0.0095154,-0.0076118,0.79017,0.92274,0.92677,0.9065,0.085391,0.092341,0.089526
0.0021176,-0.0012575,0.019086,-0.003898,0.0095322,0.052355,0.65953,0.65958,0.6593,-0.2634,-0.26345,-0.26378,-1.0399,-1.1672,-1.0801,-1.1095,-1.1603,-1.1798,-1.7921,-1.7921,-1.7916,-1.7921,-1.7921,-1.7917,0.004027,0.14201,0.44688,0.071311,0.18473,-0.096221,-0.070332,-0.069255,-0.072453,-0.35409,-0.35358,-0.35834,-0.010538,-0.3947,1.3316,-0.0092164,-0.38684,-0.75256,0.65033,0.65511,0.60475,0.58874,0.59565,0.55967
-0.0013719,-0.006936,0.018468,-0.018189,-0.019818,0.001684,0.69795,0.69805,0.69776,-0.27425,-0.27416,-0.27419,-1.0368,-1.1442,-1.1467,-1.1105,-1.1176,-1.0987,-1.7866,-1.7866,-1.786,-1.794,-1.794,-1.7936,0.029235,-0.60023,-0.29349,0.07049,-0.037554,-0.61636,-0.26949,-0.26921,-0.2666,-0.11224,-0.1109,-0.10526,-0.0085446,0.10445,-0.47662,-0.0095198,0.42309,0.3153,1.1407,1.1441,1.126,-0.10336,-0.096398,-0.12988
0.00084856,0.0051071,0.007836,-0.01814,0.0029427,0.014733,0.71048,0.71048,0.71032,-0.25474,-0.25476,-0.25486,-1.0365,-1.1253,-1.1102,-1.1057,-1.0978,-1.1467,-1.7887,-1.7886,-1.7882,-1.7892,-1.7892,-1.7888,0.01431,1.4627,0.30677,0.043235,0.25166,-0.4909,0.078046,0.077298,0.077292,-0.48439,-0.48407,-0.48721,-0.0094894,0.45976,0.25709,-0.0084062,1.9503,0.051924,1.2769,1.2799,1.2906,-0.29212,-0.28514,-0.31794
0.0089302,-0.010688,0.030538,-0.0027639,0.0085392,0.043831,0.75613,0.75627,0.75586,-0.31844,-0.31849,-0.31876,-1.04,-1.1361,-1.0967,-1.1073,-1.1534,-1.1985,-1.7821,-1.7821,-1.7816,-1.7855,-1.7855,-1.7851,0.0057835,0.18419,0.27969,0.005673,0.30125,0.76747,0.067346,0.068032,0.07019,-0.20833,-0.2088,-0.21001,-0.0083249,-0.1438,-0.58696,-0.0081828,-0.24069,-0.18937,0.94998,0.95393,0.93394,-0.35504,-0.34805,-0.41196
0.0029552,0.012131,0.044202,-0.011343,-0.030405,0.0075329,0.74234,0.74226,0.74169,-0.29347,-0.29332,-0.29339,-1.0375,-1.1713,-1.1257,-1.1105,-1.1613,-1.2118,-1.7759,-1.7759,-1.7755,-1.781,-1.7809,-1.7805,-0.015992,-0.088023,0.43251,0.054394,-0.20031,0.26034,-0.37283,-0.37307,-0.37759,0.033506,0.03356,0.028388,-0.0090952,-0.42166,-0.84833,-0.0095701,-0.37647,-0.84935,0.45965,0.46495,0.41273,0.49436,0.53273,0.49699
