-0.32936,1.2299,0.80769,-0.93535
-0.20916,-0.70721,0.93413,0.12046
-0.26067,1.6967,-1.7179,0.64837
-0.60412,1.6467,-1.7343,0.64837
0.73531,-0.24756,0.56526,0.64837
-0.5526,1.7203,-1.696,0.12046
-0.28643,1.7567,-1.7018,-0.93535
-0.43239,1.5825,-1.7608,-0.93535
0.94138,-0.26,0.57426,-0.93535
-0.53543,0.99648,0.70952,1.1763
-0.50967,-0.27703,0.56946,-0.93535
-0.60412,1.281,0.83116,-0.93535
4.3243,-1.1596,-0.99385,-0.93535
-0.38088,1.4659,0.98536,-0.93535
-0.32936,-1.101,-1.0561,1.7042
-0.35512,-0.43613,0.81552,0.12046
-0.25209,0.99582,-0.2747,1.7042
-0.59553,1.8572,-1.8098,-0.93535
-0.37229,-0.77628,0.94389,1.1763
-0.41522,-0.77988,0.94591,-0.40744
-0.32936,-0.27605,-0.62961,0.12046
-0.38946,0.27395,-1.2678,2.76
-0.38088,-0.4692,0.81384,-0.40744
0.88986,-0.027238,0.60286,-0.40744
-0.41522,0.14726,0.50082,-0.93535
0.40045,1.3775,0.84513,-0.93535
-0.44098,1.6175,-1.7429,-0.93535
-0.35512,-1.9882,0.88542,0.12046
-0.46674,-0.59295,0.89249,0.64837
-0.4925,-1.0136,0.97316,-0.40744
-0.33795,-2.2393,-0.68437,-0.93535
-0.35512,1.0708,-0.20378,0.12046
-0.26067,-0.44596,0.83285,-0.93535
-0.32078,0.80267,0.65081,1.1763
-0.56118,1.077,0.74418,0.64837
4.6677,-0.48459,0.53834,-0.93535
-0.32936,-0.48524,-1.1385,-0.93535
-0.63846,1.3703,0.19571,-0.93535
-0.48391,-1.2932,0.52227,-0.40744
-0.21774,1.0587,0.73585,-0.40744
0.54642,-2.1205,-0.68849,0.12046
-0.4925,1.5347,0.93447,0.12046
-0.34653,-1.2592,-1.0624,-0.93535
-0.071779,-0.52027,0.876,-0.93535
-0.26067,1.4486,0.87516,-0.93535
-0.17481,-0.82703,-1.0717,-0.93535
1.0187,0.93231,0.13413,-0.93535
-0.26926,-0.64533,-1.0941,-0.93535
-0.57836,0.87764,-1.4828,-0.40744
-0.44957,1.4175,-1.9673,0.12046
2.1864,1.2522,0.73636,-0.40744
0.7439,1.461,-1.9344,0.12046
-0.42381,0.23303,0.56442,-0.93535
-0.25209,-0.56447,-1.1269,-0.40744
-0.26067,1.4204,-1.9636,-0.93535
-0.46674,-0.72325,0.93918,0.64837
-0.57836,-1.3063,-1.9584,0.12046
-0.3036,1.1621,0.77413,-0.93535
-0.5526,-0.62143,0.91301,0.12046
0.51207,-0.3795,0.71104,-0.93535
-0.22633,-0.44727,0.81636,1.1763
-0.1233,-0.45316,0.83613,-0.40744
-0.40664,1.2545,0.72441,-0.93535
-0.63846,1.3075,-0.05758,0.12046
-0.53543,-0.32908,0.707,-0.40744
-0.38946,0.47758,0.56744,1.1763
-0.19198,0.83541,0.72458,-0.40744
-0.26926,1.5772,-1.7838,0.12046
2.2465,-0.13429,0.58334,1.1763
-0.1834,-0.42926,0.66603,0.64837
-0.5526,-0.79985,-1.9103,-0.93535
0.31459,0.99419,0.15357,-0.40744
-0.011677,-0.050809,0.6032,0.12046
0.72672,-0.40307,0.82889,4.8716
-0.11471,-1.2595,-1.0599,-0.40744
-0.59553,0.76502,0.38339,-0.40744
-0.2435,1.4044,0.86237,0.64837
-0.50967,-0.58837,0.80155,0.12046
-0.35512,1.4944,0.8956,-0.40744
0.0054954,0.33681,-1.2744,3.2879
-0.39805,-0.73012,0.94338,-0.40744
-0.15764,0.37511,-1.3451,0.12046
3.8005,-0.97926,-0.99739,0.64837
-0.48391,1.426,-1.9364,-0.93535
-0.15764,1.0155,0.73199,0.64837
-0.52684,-0.73732,0.9412,1.7042
0.15146,-0.66268,-1.1038,0.64837
-0.40664,1.1153,0.74847,-0.93535
-0.53543,-0.49899,0.84723,1.1763
-0.14905,-0.50554,0.85043,-0.93535
-0.42381,-0.74878,-1.9158,-0.40744
-0.0030907,0.15086,0.75142,-0.93535
-0.57836,-0.8375,0.94734,1.1763
-0.19198,-2.095,-0.69303,-0.40744
-0.48391,-0.53566,0.83377,1.1763
-0.63846,2.0575,-0.0084528,2.2321
-0.32936,-2.0151,-0.69968,-0.93535
0.16004,-0.74485,-1.0732,-0.93535
-0.43239,0.95719,0.73333,-0.93535
-0.32078,-0.22694,0.59815,-0.93535
-0.080365,1.1638,0.7801,0.12046
4.0753,1.0089,0.63239,0.64837
0.11711,-0.59917,0.89409,-0.93535
-0.63846,2.1403,-0.0034897,1.7042
-0.080365,-0.5923,0.56181,-0.40744
2.8389,-0.86271,-1.9583,-0.93535
-0.33795,0.16199,0.59705,0.12046
-0.046021,-0.6617,0.9396,-0.40744
-0.54401,0.37642,-1.767,-0.40744
0.23732,-0.3939,0.7335,2.2321
-0.54401,-1.3296,-1.9577,0.12046
-0.6127,-1.2624,-1.9611,-0.93535
-0.53543,1.2567,-0.35041,-0.40744
-0.59553,-0.64107,-1.0882,-0.40744
-0.51825,1.0603,0.071799,1.1763
-0.40664,-1.6193,-1.0957,0.12046
0.1858,-0.42861,0.82973,0.64837
-0.63846,2.1426,-0.0034897,-0.93535
-0.29502,-0.033785,0.58149,-0.40744
-0.35512,-0.40929,0.71516,0.12046
-0.40664,1.0325,0.52841,0.12046
0.99289,0.93493,0.13573,1.1763
-0.037435,-0.93408,-1.0418,2.76
2.5384,-1.3066,1.0453,-0.93535
-0.54401,0.66484,0.63726,1.7042
-0.35512,-1.6131,0.21539,-0.93535
-0.29502,0.28705,0.56677,1.1763
-0.26926,1.185,0.78498,0.12046
-0.097537,-0.59491,0.89022,-0.93535
-0.43239,1.4191,1.0347,-0.93535
-0.2435,-0.39816,0.57586,-0.93535
-0.21774,0.69954,0.63609,-0.40744
-0.62129,1.1923,0.79499,-0.93535
-0.13188,-0.63354,0.51958,3.2879
-0.037435,-1.4995,1.0247,1.7042
0.73531,0.75651,0.63247,1.1763
-0.38946,0.010411,0.56795,0.64837
0.67521,-0.0036666,0.60118,0.12046
-0.42381,-0.76057,-1.9379,-0.40744
1.9803,-0.75009,-1.9409,-0.40744
-0.26067,-1.2615,-1.9598,-0.40744
-0.22633,1.3176,0.8363,0.12046
-0.34653,0.83181,0.021242,2.2321
-0.63846,-0.97598,-1.6312,-0.93535
-0.5526,0.85112,0.038823,-0.40744
0.64086,-0.063904,0.59806,-0.40744
4.0409,-0.075363,0.57771,-0.40744
4.4788,-0.94226,-1.965,-0.40744
0.31459,0.93264,-0.19512,-0.93535
1.3449,0.93362,0.12816,-0.40744
-0.39805,-0.29929,0.68622,-0.93535
0.34894,-0.067833,0.59234,1.1763
-0.62987,-0.88039,-1.9469,-0.93535
-0.63846,0.85701,0.042104,-0.40744
-0.39805,-0.20762,-1.1294,1.1763
0.32318,-0.053428,0.60555,0.12046
-0.63846,0.52047,-0.84529,-0.93535
-0.63846,0.96996,-1.4613,0.64837
-0.13188,-0.43221,0.81426,0.64837
0.11711,-0.40634,0.74544,1.7042
-0.1233,0.12499,0.59377,0.64837
-0.59553,1.0865,-1.5076,-0.40744
0.065598,0.7421,0.7229,0.64837
-0.33795,0.99255,0.73855,0.12046
0.30601,1.13,0.73384,2.2321
-0.63846,1.372,0.20177,0.12046
-0.63846,-1.8501,0.92353,-0.40744
-0.37229,0.71788,0.023597,0.12046
-0.28643,-0.96813,0.96525,-0.93535
0.23732,-0.98384,0.97569,0.12046
-0.10612,-0.58738,0.90132,-0.40744
-0.50967,-0.3759,0.74822,0.12046
4.5733,0.32862,0.76345,0.64837
-0.44098,-0.57265,0.81846,0.12046
-0.2435,1.5422,0.92942,-0.93535
-0.26067,-1.6163,-1.0926,-0.40744
-0.47532,0.27984,-1.2884,-0.93535
-0.25209,1.1981,0.80854,2.2321
4.1182,0.65273,0.69085,1.1763
-0.39805,-0.67283,0.93539,-0.40744
-0.5526,-0.039678,-1.1578,0.64837
0.67521,-0.73634,-1.0575,-0.40744
0.11711,0.54338,0.56879,-0.40744
0.057012,0.16199,0.32534,0.64837
1.1474,-1.2572,-1.9703,0.12046
-0.2435,1.5409,-1.8011,-0.40744
-0.32078,1.5396,-1.8015,0.12046
-0.50108,1.0646,0.70809,3.2879
0.72672,0.71297,0.62641,-0.93535
-0.32078,1.7377,-1.7017,1.1763
-0.56118,0.92478,-1.4744,0.12046
-0.62129,1.0534,-0.25375,0.12046
-0.26926,0.90088,0.70776,-0.93535
-0.33795,0.52571,0.56652,-0.93535
-0.53543,0.85079,0.71163,-0.93535
-0.56977,-0.22498,0.55592,-0.93535
-0.16623,-1.0379,-1.0527,-0.93535
2.1606,-1.0359,-1.9618,-0.93535
0.76966,0.93362,0.13573,-0.93535
-0.25209,0.87109,0.13085,-0.40744
0.1257,-1.5135,1.0289,-0.93535
-0.50967,1.0603,0.071042,2.2321
-0.46674,0.32928,-1.0449,-0.40744
-0.2435,0.28999,-1.2902,-0.93535
0.16004,-2.1084,-0.6927,-0.40744
-0.28643,0.6596,0.62759,0.12046
-0.5526,-1.2952,-1.3944,-0.93535
-0.57836,1.0214,0.13826,-0.40744
0.38328,-0.98089,0.97577,1.7042
2.9849,-0.87286,-1.9597,0.12046
-0.63846,-1.4923,1.0477,-0.93535
-0.63846,1.3713,0.20151,0.64837
-0.25209,-1.233,-1.9575,-0.93535
-0.43239,0.10437,0.71768,-0.93535
-0.38946,0.3463,-1.3227,2.2321
-0.27784,0.3224,-1.3174,1.1763
-0.38088,1.5311,-1.805,0.64837
0.35752,-0.4417,0.80568,-0.93535
