1.2321,1.4039,-1.2114,-1.3448
1.3147,1.1586,-1.0255,0.28304
-0.42938,1.3024,-1.2029,-3.0041
-0.42938,1.3024,-1.2029,-3.0041
0.74919,0.82714,-0.46807,0.75079
1.7477,0.20132,-0.59193,1.3121
0.69994,1.2968,-1.0386,-0.75342
0.24552,0.34799,0.4641,0.96866
0.47424,0.85112,-0.61996,-0.18288
0.90063,0.89942,-0.60624,0.72001
1.6913,1.4681,-1.2796,-1.4698
0.69962,-1.1071,1.0555,0.66955
1.0962,1.1406,-1.0851,-0.0043995
0.50872,0.09343,0.25417,0.74648
-0.085454,1.228,-1.1885,-2.2041
0.81004,-1.185,1.2211,0.29165
-0.97607,1.7816,-0.16093,-3.0423
0.048145,-0.33177,-0.036085,0.29964
0.70177,1.271,-1.0778,-0.12501
0.57197,-0.49678,0.88498,0.42767
1.7072,0.2274,-0.64262,1.1225
0.95751,0.16501,-0.18578,0.94712
1.6021,0.90012,-1.0864,0.014686
1.5831,0.083207,-0.36509,1.3404
0.16263,1.4695,-0.65316,-1.3522
-0.036772,-1.0866,0.73646,0.096552
1.1614,1.3066,-1.2299,-1.0267
1.084,0.8349,-0.4806,0.34397
0.22055,0.090619,0.26013,0.48614
1.2425,0.34059,-0.16053,0.7274
1.6036,1.0126,-0.86986,0.22457
1.2887,-0.24751,0.062522,1.0031
0.94101,0.20273,-0.13667,0.77356
0.16005,0.58315,0.1502,0.47506
0.46133,0.49079,0.16013,0.86526
0.83414,-0.22917,-0.012814,1.1447
0.15254,0.62053,0.064703,0.48737
0.054906,0.93784,-0.037663,-0.84142
1.333,-0.13468,-0.15675,1.0247
0.073596,0.8825,-0.24323,0.37043
1.2562,-0.24927,-0.0082429,1.3373
1.0705,-0.35363,0.26273,1.733
1.377,1.5651,-1.2722,-1.4575
1.0521,-0.35258,-0.13787,0.70586
0.30779,0.51123,0.14006,0.67201
1.1462,-1.002,0.68359,1.2105
1.8667,-0.40299,-0.23607,1.2222
-1.102,1.7509,-0.16729,-3.5014
-0.77806,-0.18193,1.3301,0.58031
0.83534,1.5986,-1.0991,-1.5363
-0.16946,-0.60079,1.6422,0.92681
0.74972,1.1434,-1.019,-0.05547
-0.99623,1.8203,0.35934,-2.1881
0.53253,-1.1409,1.6541,-0.32134
0.84054,1.5214,-1.0543,-1.3264
-0.65269,1.6582,-0.33766,-2.8133
1.2702,1.5764,-1.3354,-1.6889
1.2965,1.5341,-1.2275,-1.4224
0.39974,1.0207,-0.25695,-0.47769
0.25506,1.1945,-0.80703,0.030679
-0.8444,1.6839,-0.41818,-3.1795
0.18381,0.093788,0.71001,0.67016
0.22213,1.0983,-0.64919,-0.21858
0.60465,-1.3782,1.5511,0.40367
0.8047,0.87368,-0.46072,0.76618
1.1768,0.11141,-0.020377,0.83634
1.0831,0.16782,-0.078822,0.76125
0.61713,0.13857,-0.016201,0.47999
0.048145,-0.33177,-0.036085,0.29965
0.33125,1.1854,-0.76826,0.31135
-0.047181,0.88778,-0.3973,0.0042154
1.1603,-0.98932,0.45477,0.5643
1.2252,1.4188,-1.2738,-1.5584
0.30874,0.44707,0.20786,0.67447
0.45448,-1.0891,1.5833,-0.29302
0.89767,0.9107,-0.41917,-0.50045
1.1202,-0.9657,0.33171,0.22826
-0.16087,0.89484,-0.14224,0.20672
0.95694,-1.2086,1.2068,0.84065
1.259,1.4015,-1.2376,-1.3713
0.63905,0.28171,-0.24243,0.70216
0.21861,-0.12551,-0.93705,0.61969
-1.1142,-0.24998,0.24164,0.67078
-0.95672,-1.2559,1.0223,0.98713
-2.0838,1.2238,-0.4142,-2.2773
-1.4219,0.23904,-0.44482,-1.1338
-0.48414,-0.32084,-0.3804,0.71755
-1.5195,-2.5163,2.6445,-0.9251
-0.81985,-1.4843,0.89987,0.41229
-0.42694,0.22318,-1.0858,-0.90849
-0.34608,0.16077,-0.70682,-0.59031
-0.42445,-1.5965,1.182,0.73909
0.024101,-0.21613,-0.59789,0.75756
0.10957,0.29193,-1.3462,-1.404
0.46038,0.30004,-1.2553,-0.2518
-0.059296,0.082509,-0.98357,0.28181
-1.1734,-1.6321,2.4209,0.1661
-0.33199,-0.36774,-0.31957,0.9305
0.019078,0.28029,-1.3424,-1.247
-1.3901,0.16254,-0.28836,-0.0080644
-1.4089,-2.456,3.13,0.34335
-1.2049,-1.4565,1.6832,1.4333
-0.95029,0.23412,-0.84777,-0.60568
-0.85759,-1.9236,1.8412,0.51814
-0.29611,-0.23517,-0.4466,0.88065
-0.60256,0.036675,-0.43468,-0.097926
-0.77567,-2.162,2.0466,0.089174
0.47621,0.4869,-1.516,-0.97312
-1.9699,1.0429,-0.314,-1.5738
-1.0451,-1.5133,1.7187,1.2949
-0.71544,-1.9603,1.8577,0.60615
-0.52387,-0.19215,-0.71796,0.34458
-0.32828,-0.025379,-0.84559,0.24303
-0.7713,-1.4286,1.6426,0.7194
-2.4663,0.83137,-0.12594,-3.0189
-0.96942,-1.9173,1.8179,0.18703
-0.75016,-1.5401,1.0192,0.64678
0.45708,0.34623,-1.4243,-0.62353
-1.4912,0.086036,-0.16629,0.049765
-1.6455,-2.5534,3.6459,-0.76632
-1.1776,-1.9413,1.9418,0.28058
-2.5231,0.8631,-0.16689,-3.0447
-1.0091,-1.9036,1.7621,0.3292
-0.40407,-1.0849,0.19176,0.80433
-1.4118,-0.24927,0.21997,0.34951
-0.955,-0.47351,0.30646,0.58831
-1.7542,-2.4719,3.2585,-0.14595
-1.3329,-0.2669,0.28995,0.38705
-1.1343,-1.301,1.0569,0.78587
-0.098322,-0.30745,-0.7146,0.85049
-1.6612,-1.6673,2.4225,-0.3361
-0.40609,-1.4791,1.0309,0.86403
0.16545,0.24679,-1.368,-1.1922
-1.1593,0.44248,-0.45913,-1.4618
0.40357,-0.17946,-0.86111,0.95943
0.28967,0.50276,-1.5507,-2.2287
-0.23962,0.0024615,-0.89729,0.18395
-1.4062,-1.7558,2.5511,-0.043143
