-0.12295,-0.037007,0.33832,1.249,0.40467,-0.51807,-0.15194,1.9005,3.4781,-0.31756,-0.35343,-0.34977,-0.30259,-0.022337,-0.23625,-0.31365,-0.70962,-0.50218,-0.13067,-0.62183,-0.67374,0.38209
-0.29163,-0.43846,-0.20649,-0.0074378,0.3112,0.20788,-0.38216,-0.27365,-0.3336,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.53895,-0.49317,0.13334,-0.031182,-0.14578,-0.25682,-0.65156,0.2734
-0.21666,-0.33809,1.0013,2.4702,0.58538,-0.35675,-0.38216,1.1142,0.50425,0.54921,1.0005,0.96035,0.63638,-0.092409,0.85925,0.76348,-0.30234,0.2706,-0.10363,-0.64641,-0.077918,-0.052651
11.291,17.727,1.999,1.3545,0.91564,-0.27609,0.19338,-0.12562,0.23143,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,0.28267,0.09925,-0.31458,0.064315,-0.13226,-0.49815,-0.63103,-0.59607
0.70174,1.4015,-0.72435,-0.52005,-0.44279,-0.67939,-0.49727,-0.73604,-0.42044,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.49571,-0.18799,-0.75506,-0.79223,-0.14498,-0.33135,-0.84226,0.49077
-0.27289,-0.33809,0.90577,-0.21851,-0.0065942,-0.27609,-0.30542,-0.10134,0.46275,-0.43062,-0.39286,-0.36831,-0.30259,0.11781,-0.26508,-0.34956,-0.040149,-0.074952,-0.14817,-0.42845,-0.80975,0.16472
0.23317,0.96662,0.015109,0.15841,0.38598,0.85318,-0.22868,-0.16063,-0.43784,0.02161,-0.23512,-0.29415,-0.30259,0.32803,-0.51012,-0.4842,0.9457,0.80463,-0.14817,-0.62788,-0.72165,-0.052651
-0.34786,-0.43846,-0.57193,-0.7261,-0.67958,-0.67939,-0.49727,-0.74772,-0.55676,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.53806,-0.381,-0.81317,-0.14498,-0.31322,-0.62081,0.54511
-0.066719,0.029901,-0.57744,-0.44969,-0.42409,-0.43741,-0.42053,0.51922,0.62084,-0.43062,-0.39286,-0.36831,-0.30259,-0.092409,-0.56778,-0.53806,-0.3373,-0.66657,-0.13067,-0.4071,0.43466,0.16472
0.21442,0.8328,-0.71089,-0.33913,-0.16238,0.5265,-0.34379,-0.48121,-0.63866,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,0.43949,0.21484,-0.14339,2.2358,1.2616,0.43643
-0.3666,-0.43846,-1.3145,-0.98241,-0.83536,-0.67939,-0.49727,-0.82077,-0.64349,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.8235,-0.88244,-0.14817,2.2008,1.2601,0.81682
-0.047976,-0.13737,-0.77026,-0.43462,-0.5051,-0.35675,-0.26705,2.0332,0.65713,3.5942,4.7496,3.1409,2.8903,0.18788,1.216,1.6476,0.10808,0.33814,-0.14817,-0.58598,-0.656,-0.43305
-0.31038,-0.33809,-0.22363,1.0881,0.14296,-0.43741,-0.38216,1.9286,5.3201,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.55337,-0.50215,-0.52958,-0.60898,-0.1418,-0.45464,-0.66913,0.21906
-0.32912,-0.43846,0.48523,-0.15318,-0.21223,-0.67939,-0.49727,1.3775,-0.43242,1.0014,0.14609,-0.040778,-0.18733,-0.16248,-0.23625,-0.3316,-0.81974,-0.39746,-0.13862,-0.6307,-0.58644,0.38209
-0.3666,-0.43846,0.28506,-0.314,0.44206,-0.67939,-0.49727,-0.42587,0.0033299,1.0768,0.63247,0.045739,-0.30259,-0.057373,-0.51012,-0.50215,-0.82323,-0.86971,-0.14021,-0.61942,0.90182,0.32774
-0.2354,-0.37155,1.1182,0.057895,0.024563,-0.19542,-0.26705,-0.75676,-0.61145,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.4813,-0.47522,-0.23417,-0.24249,-0.13385,-0.18793,0.46236,0.056034
-0.3666,-0.43846,0.97311,-0.057694,0.037025,-0.51807,-0.00038337,-0.27729,-0.22833,0.095097,-0.064887,-0.21412,-0.30259,-0.057373,-0.28021,-0.35898,-0.759,-0.55432,-0.13465,-0.65165,-0.81554,0.21906
-0.14169,-0.33809,0.33709,-0.25872,-0.11253,-0.11476,0.039905,-0.29454,0.14675,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.49571,-0.43932,-0.14852,0.15123,-0.13862,0.49375,0.51966,0.2734
-0.29163,-0.33809,0.38668,-0.314,-0.14368,-0.51807,0.11664,-0.74595,-0.40937,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.034448,-0.18799,-0.73933,-0.54825,-0.14021,-0.55898,-0.79044,0.38209
-0.25415,-0.30464,-0.22913,-0.7261,-0.4054,-0.35675,-0.38216,-0.54205,-0.1132,2.132,1.1188,0.49068,-0.03833,0.88861,0.25384,0.054369,-0.15726,-0.19642,-0.12828,-0.64399,-0.47249,0.32774
0.026995,0.23063,-0.21873,0.10815,0.018331,-0.67939,-0.49727,-0.75097,-0.46904,0.73764,0.409,0.0086606,-0.30259,-0.19752,-0.51012,-0.50215,-0.74458,-0.81945,-0.14817,-0.5058,-0.61009,0.38209
0.30814,1.4015,1.0888,-0.2738,-0.08137,-0.67939,-0.49727,-0.78864,-0.63692,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.46688,-0.47522,-0.81974,-0.73045,-0.13862,-0.39058,0.28362,0.54511
-0.085461,0.063355,-1.1553,-0.10795,-0.54872,-0.67939,-0.49727,0.52333,1.5233,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82323,-0.88123,-0.13703,1.4381,1.1792,0.70814
0.0082526,-0.37155,0.56481,-0.067745,-0.21846,1.1758,0.46197,0.30521,-0.075025,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,1.2586,1.3533,-0.1259,-0.10977,0.52054,-0.052651
-0.32912,-0.43846,-0.45257,-0.38939,-0.08137,-0.67939,-0.49727,-0.65005,-0.1622,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.4813,-0.44829,-0.79527,-0.84668,-0.14021,1.7773,0.94589,0.6538
