0.42059,1.4015,1.0055,0.19359,0.58538,0.28855,0.34686,0.0011497,3.0784,0.36078,0.054078,-0.16437,-0.30259,0.047736,-0.46688,-0.45727,0.95968,0.58578,-0.12908,-0.57711,-0.7448,-0.27002
-0.27289,-0.405,-0.37605,-0.39441,-0.39294,-0.59873,-0.19031,0.096794,0.079092,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.32202,-0.37604,-0.75288,-0.74992,-0.13862,0.21254,-0.75215,0.43643
-0.27289,-0.30464,-0.45195,-0.71605,-0.29947,-0.67939,-0.49727,-0.64707,-0.46817,0.17235,-0.11681,-0.26943,-0.30259,0.0127,-0.048862,0.00051225,-0.82673,-0.43516,-0.14419,-0.58437,-0.73832,0.43643
-0.32912,-0.43846,-1.132,-0.81656,-0.7045,0.04656,-0.15194,-0.54909,-0.15234,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.38039,-0.3316,0.67826,-0.1315,-0.14817,1.9055,1.2412,0.32774
-0.34786,-0.43846,-0.6307,-0.91205,-0.74189,-0.51807,0.27012,-0.62337,-0.614,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.55337,-0.5201,-0.71486,-0.72626,-0.13862,1.1388,1.1872,0.70814
-0.32912,-0.43846,1.1763,-0.022515,0.22397,-0.034101,-0.42053,-0.47002,-0.35628,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,-0.12055,-0.26343,-0.13862,-0.46874,0.9783,0.11038
-0.32912,-0.37155,-0.5401,-0.38939,-0.3057,-0.67939,-0.49727,0.055952,-0.56057,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.45247,-0.41239,-0.81799,-0.81945,-0.14021,-0.57268,-0.82704,0.59946
0.19568,-0.0035529,1.0135,2.043,2.2678,0.93384,-0.30542,0.54194,1.206,-0.016076,0.35642,0.16934,0.28778,-0.092409,0.12411,0.24287,0.97367,1.0947,-0.14658,-0.63352,-0.58267,-0.27002
-0.19792,-0.13737,-1.1773,-0.44467,-0.66712,-0.67939,-0.49727,0.68819,0.13283,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.56778,-0.53806,-0.82323,-0.87704,-0.14021,-0.15046,0.98977,0.59946
-0.3666,-0.43846,-0.82168,-0.58538,-0.6235,-0.67939,-0.49727,0.46083,-0.5561,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82323,-0.88123,-0.14021,-0.44215,1.018,0.056034
-0.3666,-0.43846,-1.2667,-1.0025,-0.78551,-0.59873,-0.4589,-0.80969,-0.2641,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.65657,-0.795,-0.14817,2.0513,1.2549,0.70814
-0.27289,-0.37155,1.2284,0.77153,0.42337,-0.51807,-0.42053,-0.0062162,-0.037109,1.3783,0.36956,0.11372,-0.19576,-0.092409,-0.35157,-0.38546,-0.47015,-0.3671,-0.14339,-0.64198,-0.62069,0.056034
-0.029233,-0.43846,1.8179,2.3647,2.3551,2.4664,-0.11357,0.65192,0.39236,-0.12913,-0.2877,-0.31887,-0.30259,-0.16248,-0.43805,-0.38546,2.3248,1.9931,-0.10681,-0.6174,0.51255,-0.59607
