-0.61791,0.24812,-0.30868
2.899,-0.34173,-0.30868
-0.61791,3.688,3.9193
3.7349,0.4204,-0.30868
1.2273,-0.34173,-0.30868
-0.61791,3.688,0.93521
-0.61791,1.238,-0.30868
3.7349,0.43208,-0.30868
-0.61791,-0.34173,0.42356
-0.61791,0.20724,3.3341
2.142,-0.34173,-0.30868
2.1641,-0.34173,-0.30868
-0.61791,3.688,3.9193
1.527,-0.34173,-0.30868
3.9873,2.7448,-0.30868
1.4166,-0.34173,-0.30868
1.7478,-0.34173,-0.30868
1.7509,-0.34173,-0.30868
-0.61791,0.44084,0.32246
1.8424,-0.34173,-0.30868
2.0695,-0.34173,-0.30868
-0.61791,3.8865,2.0045
-0.61791,3.3375,0.57369
3.9873,3.9216,4.1644
-0.61791,0.44084,0.41744
2.0916,-0.34173,-0.30868
-0.61791,3.8865,2.0045
2.0916,-0.34173,-0.30868
3.9873,3.9216,0.24586
-0.61791,-0.13733,-0.30868
-0.15424,-0.34173,-0.29029
-0.61791,2.9725,-0.30868
1.5711,-0.34173,-0.30868
-0.61791,-0.34173,-0.30868
3.7349,0.3328,-0.30868
-0.61791,3.9216,4.1644
3.2618,-0.34173,-0.30868
3.6151,-0.34173,-0.30868
-0.61791,0.98981,-0.30868
-0.61791,3.9216,4.1644
-0.61791,0.37952,-0.30868
3.0662,-0.34173,-0.30868
-0.61791,0.1576,-0.30868
1.221,-0.34173,-0.30868
1.3219,-0.34173,-0.30868
3.0063,-0.34173,-0.30868
1.5743,-0.34173,-0.30868
-0.61791,0.362,4.1644
-0.61791,3.688,1.741
2.2966,-0.34173,-0.30868
-0.61791,0.25688,3.279
-0.61791,-0.34173,4.1644
0.18327,-0.34173,-0.30868
3.7349,0.25396,-0.30868
-0.61791,3.688,3.9193
-0.61791,1.53,-0.17694
1.4891,-0.34173,-0.30868
3.5898,-0.34173,-0.30868
-0.61791,3.688,3.9193
-0.61791,-0.34173,3.8826
3.7349,0.20724,-0.30868
-0.61791,0.53137,-0.17694
3.7349,0.23352,-0.30868
-0.61791,2.8557,-0.30868
3.4983,3.9216,4.1644
3.5551,-0.34173,-0.30868
3.5677,-0.34173,-0.30868
1.6689,-0.34173,-0.30868
-0.61791,3.688,1.7532
-0.61791,0.35032,-0.15855
3.7349,0.25688,-0.30868
-0.61791,0.53429,1.4162
3.7349,0.24228,-0.30868
-0.61791,0.508,-0.30868
1.4702,-0.34173,-0.30868
0.83619,-0.34173,-0.30868
1.4607,-0.34173,-0.30868
1.4513,-0.34173,-0.30868
-0.61791,0.92849,-0.30868
1.4733,-0.34173,-0.30868
1.5932,-0.34173,-0.30868
1.4702,-0.34173,-0.30868
-0.37818,0.0086737,-0.30868
-0.61791,0.25688,1.6521
-0.61791,-0.34465,-0.31174
2.4795,-0.34173,-0.30868
2.4953,-0.34173,-0.30868
-0.32456,-0.34173,-0.30868
-0.61791,0.22476,0.15702
-0.61791,-0.093529,-0.30868
-0.31825,-0.34173,-0.30868
-0.61791,0.35324,0.29488
2.0285,-0.34173,-0.30868
-0.61791,0.53721,3.8826
-0.61791,0.53429,3.8826
-0.32456,-0.34173,-0.30868
1.9875,-0.34173,-0.30868
2.4543,-0.34173,-0.30868
-0.61791,-0.093529,-0.30868
2.4448,-0.34173,-0.30868
2.1704,-0.34173,-0.30868
-0.61791,0.48464,-0.057448
2.8265,-0.34173,-0.30868
2.4511,-0.34173,-0.31174
-0.61791,0.80001,-0.30868
-0.32456,-0.34173,-0.30868
-0.32456,-0.34173,-0.30868
2.6152,-0.34173,-0.30868
-0.61791,3.1857,-0.30868
2.4228,-0.34173,-0.30868
2.4511,-0.34173,-0.30868
-0.32141,-0.34173,-0.30868
-0.61791,3.9216,1.9493
-0.61791,3.8953,-0.30868
3.0788,-0.34173,-0.30868
2.2083,-0.34173,-0.30868
-0.32141,-0.34173,-0.30868
-0.61791,3.9216,4.1644
2.5552,-0.34173,-0.30868
-0.32141,-0.34173,-0.30868
-0.61791,-0.34173,0.28263
-0.61791,-0.34173,0.86474
-0.61791,-0.34173,-0.30868
