0.050789,-0.34173,-0.30868
-0.61791,-0.093529,-0.30868
-0.61791,1.276,-0.30868
3.7349,-0.23661,-0.30868
3.7349,-0.31837,-0.30868
-0.61791,-0.34173,0.42356
3.7349,0.43208,-0.30868
3.7349,0.43208,-0.30868
3.7349,-0.31837,-0.30868
-0.61791,0.73869,-0.30868
0.6974,-0.34173,-0.30868
-0.61791,0.56641,4.1644
0.082331,-0.34173,2.5835
3.7349,0.26856,0.61045
1.5207,-0.34173,-0.30868
1.5112,-0.34173,-0.30868
1.7509,-0.34173,-0.30868
1.7541,-0.34173,-0.30868
1.4323,-0.34173,-0.30868
-0.61791,0.64817,4.1644
1.508,-0.34173,-0.30868
1.6058,-0.34173,-0.30868
1.5995,-0.34173,-0.30868
1.8361,-0.34173,-0.30868
2.8675,-0.34173,-0.30868
2.0695,-0.34173,-0.30868
1.8266,-0.34173,-0.30868
1.4355,-0.34173,-0.30868
1.8266,-0.34173,-0.30868
1.8266,-0.34173,-0.30868
3.9873,3.9216,0.2765
1.8266,-0.34173,-0.30868
3.9873,3.9216,0.65947
1.8266,-0.34173,-0.30868
-0.61791,3.8865,2.0045
1.5648,-0.34173,-0.30868
-0.15424,-0.34173,-0.29029
-0.15424,-0.34173,-0.29029
1.6405,-0.34173,-0.30868
-0.61791,3.3375,0.3439
-0.61791,0.29192,4.1644
-0.60844,-0.32129,-0.22289
-0.61791,0.44084,0.95053
2.6089,-0.34173,-0.30868
1.5648,-0.34173,-0.30868
-0.61791,-0.34173,3.8826
-0.61791,3.9216,4.1644
-0.61791,-0.34465,-0.31174
-0.61791,3.688,1.741
3.7349,0.2744,-0.30868
-0.41919,-0.25997,-0.30868
-0.61791,3.688,1.741
2.5142,-0.34173,-0.30868
-0.61791,0.53429,2.7428
-0.61791,3.688,1.741
-0.61791,0.22768,0.733
3.9873,1.3081,-0.30868
-0.61791,0.70365,-0.30868
-0.61791,-0.34173,1.0639
-0.61791,0.50508,-0.30868
-0.61791,0.53721,2.7643
1.6468,-0.34173,-0.30868
2.4922,-0.34173,-0.30868
-0.61791,3.688,1.741
-0.61791,3.688,3.9193
3.7349,0.2598,-0.30868
-0.61791,0.53429,1.4989
-0.61791,1.3431,-0.30868
-0.61791,3.688,-0.094214
3.5299,-0.34173,-0.30868
-0.61791,0.73285,1.4989
-0.61791,3.688,1.3335
-0.61791,0.53429,0.79428
-0.61791,0.35616,3.9193
-0.61791,3.8865,1.5326
-0.61791,3.688,0.85249
1.5459,-0.34173,-0.30868
-0.61791,3.688,1.4591
1.5711,-0.34173,-0.30868
-0.61791,1.0336,-0.30868
0.53654,-0.34173,-0.30868
-0.61791,0.53429,1.4499
-0.61791,0.53429,0.36535
-0.61791,1.0745,-0.30868
1.4923,-0.34173,-0.30868
1.4828,-0.34173,-0.30868
-0.61791,1.53,-0.17694
1.9023,-0.34173,-0.30868
2.6467,-0.34173,-0.30868
-0.61791,3.8865,0.24586
2.3628,-0.34173,-0.30868
-0.61791,3.9216,4.1644
2.5016,-0.34173,-0.30868
-0.61791,3.8865,4.1277
2.0253,-0.34173,-0.30868
2.4858,-0.34173,-0.30868
-0.31825,-0.34173,-0.30868
1.9686,-0.34173,-0.30868
2.4007,-0.34173,-0.30868
2.3975,-0.34173,-0.30868
1.9906,-0.34173,-0.30868
3.7349,2.4206,-0.30868
2.0001,-0.34173,-0.30868
2.7508,-0.34173,-0.30868
-0.61791,2.2542,-0.30868
2.4732,-0.34173,-0.30868
-0.61791,3.688,2.2128
2.448,-0.34173,-0.30868
1.5964,-0.34173,-0.30868
1.8676,-0.34173,-0.30868
0.6974,-0.34173,-0.30868
-0.61791,-0.093529,-0.30868
2.4448,-0.34173,-0.30868
2.4417,-0.34173,-0.30868
-0.32141,-0.34173,-0.30868
-0.61791,0.48756,2.5314
-0.61791,0.48756,2.3445
-0.61791,2.0148,3.8826
-0.61791,0.4934,3.9193
-0.61791,2.701,-0.30868
-0.32141,-0.34173,-0.30868
2.4511,-0.34173,-0.30868
2.0474,-0.34173,-0.30868
2.448,-0.34173,-0.30868
-0.61791,0.36492,-0.30868
-0.61791,0.42916,-0.29642
-0.61791,0.49048,3.9193
-0.61791,-0.093529,-0.30868
-0.61791,3.688,-0.085022
-0.61791,0.49048,3.2912
-0.61791,0.49048,3.1227
-0.32456,-0.34173,-0.30868
2.448,-0.34173,-0.30868
-0.61791,3.9216,-0.13098
2.4448,-0.34173,-0.30868
-0.61791,-0.093529,-0.30868
2.7193,-0.34173,-0.30868
-0.61791,0.48756,1.692
1.7162,-0.34173,-0.30868
-0.32456,-0.34173,-0.30868
2.0695,-0.34173,-0.30868
2.0474,-0.34173,-0.30868
-0.61791,0.48756,2.4855
-0.61791,0.49632,3.8826
2.2177,-0.34173,-0.30868
-0.61791,-0.093529,-0.30868
-0.31825,-0.34173,-0.30868
-0.61791,2.2396,-0.30868
-0.61791,0.48756,2.176
2.0001,-0.34173,-0.30868
2.0632,-0.34173,-0.30868
-0.61791,2.4323,-0.30868
-0.61791,3.8865,0.20604
1.5648,-0.34173,-0.30868
-0.61791,0.55181,-0.30868
2.8644,-0.34173,-0.30868
-0.61791,3.9216,0.58288
-0.61791,0.40288,4.1277
-0.61791,3.688,1.741
3.2649,-0.34173,-0.30868
-0.61791,1.2672,-0.30868
-0.61791,1.2088,-0.30868
-0.61791,0.35908,-0.30868
2.7697,-0.34173,-0.30868
2.735,-0.34173,-0.30868
0.47976,-0.34173,-0.30868
3.5457,-0.34173,-0.30868
1.0254,-0.34173,-0.30868
0.9939,-0.34173,-0.30868
-0.61791,1.3431,-0.30868
-0.22047,-0.34173,-0.30868
2.1452,-0.34173,-0.30868
-0.61791,1.7636,-0.30868
-0.61791,1.1125,-0.12485
-0.61791,2.1111,-0.30868
-0.61791,2.9959,-0.30868
-0.61791,2.9959,-0.30868
-0.61791,2.9959,-0.30868
0.08864,-0.34173,-0.30868
1.0349,-0.34173,-0.30868
-0.61791,0.68321,-0.30868
-0.13846,-0.34173,-0.30868
-0.61791,0.30652,-0.17694
1.0065,-0.34173,-0.30868
-0.61791,0.31528,3.3678
1.0034,-0.34173,-0.30868
2.4165,-0.34173,-0.30868
-0.61791,0.30652,-0.17694
-0.61791,3.9216,4.1644
1.3125,-0.34173,-0.30868
1.1043,-0.34173,-0.30868
-0.61791,0.31528,3.3678
1.3093,-0.34173,-0.30868
0.7668,-0.34173,0.99955
1.1579,-0.34173,-0.30868
0.72895,-0.34173,1.0516
1.2904,-0.34173,-0.30868
-0.61791,0.30652,-0.17081
1.2999,-0.34173,-0.30868
0.27789,-0.18989,0.049783
2.1893,-0.34173,-0.30868
0.27789,3.688,3.9193
