0.38804,-0.3263,0.6732,-1.5872,-0.82649,-1.2998,-1.1507,-0.79317
1.7173,-1.4282,0.062386,1.608,1.2584,-1.4043,1.7089,-1.0363
-1.0123,-0.1553,-0.33714,0.97223,-0.66412,0.84661,-1.3546,0.20596
0.082745,-1.7226,0.76101,1.4336,0.54469,-0.14935,1.1607,1.1638
1.1476,1.6751,-0.90421,0.22021,1.5194,0.084968,1.1261,-0.6328
-0.88659,0.18502,0.11411,0.45546,-0.14864,-1.4025,0.45039,0.48036
-1.0525,-0.9505,-1.5705,0.9166,-1.2395,-1.6217,-0.98424,-1.6197
-0.51454,-0.74952,1.2414,0.55542,0.50364,0.77566,0.69265,-0.99971
0.052105,-1.0603,-0.73028,0.53671,1.2875,-0.15695,0.95198,-0.88268
0.8516,1.6203,-1.3981,-1.687,-0.14608,-0.24894,1.1319,-0.92969
1.5928,1.4293,-1.3613,0.51516,0.71312,1.6384,1.6099,-0.43503
-0.99502,1.4533,0.96172,-0.85553,0.77999,-0.40724,-0.52716,-0.42752
-0.7433,0.087317,1.1518,0.52503,1.6536,-1.497,-1.1467,-0.84682
1.5532,1.5985,1.6355,0.97903,1.0204,1.4919,0.59774,1.1501
1.0869,1.1759,1.1659,-0.5836,0.73348,0.54044,-0.86537,0.32921
-1.5613,-0.34391,-1.332,-1.3537,1.0613,0.61,-0.43311,0.62439
0.82761,0.32029,-1.1723,-0.46865,-0.86868,-1.0187,0.18796,1.2532
1.3023,0.097055,-1.5004,1.0655,-1.1248,1.0225,-0.86796,1.6791
0.058027,-1.3874,0.88774,0.28419,1.4504,1.1274,1.4325,-1.173
1.2948,-0.34435,0.26317,-0.60086,-0.74791,1.5034,-1.1573,1.0192
-0.72062,-0.50328,0.31379,-1.6051,0.15857,0.28629,-1.2331,-1.4906
0.54484,-0.29203,-0.34328,-1.4505,-0.24526,0.93835,-0.9845,0.17792
-0.050791,0.21845,-1.7402,-0.16051,0.304,0.25689,-1.4347,0.6697
1.6574,-0.65318,0.65747,-1.5828,-1.0373,-1.6517,-0.69471,-0.33511
1.2843,0.74094,-0.96616,1.3804,1.6755,0.94048,-0.9814,-1.1363
0.21857,0.21087,-0.19369,1.6132,1.4857,0.70305,0.2362,-0.39368
-1.2067,-0.92345,-1.3908,1.6013,0.13876,0.99437,0.64835,0.41879
1.5681,-1.3672,0.18384,1.7043,-1.2016,-0.78303,-1.1556,1.1592
-1.3825,-0.13621,0.14546,1.1689,1.1871,-1.3545,-0.69377,1.1167
